Drug Name,Active Ingredient,Form; Route,Date,URL
forteo,teriparatide,SOLUTION;SUBCUTANEOUS,09/07/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021318Orig1s054lbl.pdf#page=16
fortesta,testosterone,"GEL, METERED;TRANSDERMAL",06/30/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021463s025lbl.pdf#page=21
fosamax,alendronate sodium,SOLUTION;ORAL,11/30/2015,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020560s068,021575s024lbl.pdf#page=24"
fosamax,alendronate sodium,TABLET;ORAL,08/16/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020560s068,021575s024lbl.pdf#page=24"
fosamax plus d,alendronate sodium; cholecalciferol,TABLET;ORAL,08/16/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM241521.pdf
fosamax plus d,alendronate sodium; cholecalciferol,TABLET;ORAL,08/16/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021762s022lbl.pdf#page=23
fosrenol,lanthanum carbonate,POWDER;ORAL,08/29/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204734s007,021468s025lbl.pdf#page=12"
fosrenol,lanthanum carbonate,"TABLET, CHEWABLE;ORAL",08/29/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204734s007,021468s025lbl.pdf#page=12"
fycompa,perampanel,TABLET;ORAL,05/30/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202834s016,208277s004lbl.pdf#page=24"
fycompa,perampanel,SUSPENSION;ORAL,02/23/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208277s005lbl.pdf#page=24
gabitril,tiagabine hydrochloride,TABLET;ORAL,08/09/2016,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM229203.pdf
gadavist,gadobutrol,SOLUTION;INTRAVENOUS,01/26/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201277s020lbl.pdf#page=42
gattex kit,teduglutide recombinant,POWDER;SUBCUTANEOUS,09/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203441s022lbl.pdf#page=32
gilenya,fingolimod hydrochloride,CAPSULE;ORAL,06/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022527s038lbl.pdf#page=27
gimoti,metoclopramide hydrochloride,"SPRAY, METERED;NASAL",01/14/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209388s001lbl.pdf#page=17
gloperba,colchicine,SOLUTION;ORAL,08/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210942s002lbl.pdf#page=14
glyxambi,empagliflozin; linagliptin,TABLET;ORAL,10/30/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206073s036lbl.pdf#page=34
golytely,polyethylene glycol 3350; potassium chloride; sodium bicarbonate; sodium chloride; sodium sulfate anhydrous,FOR SOLUTION;ORAL,05/14/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019011s033lbl.pdf#page=9
gralise,gabapentin,TABLET;ORAL,04/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022544Orig1s029lbl.pdf#page=21
h.p. acthar gel,repository corticotropin,INJECTABLE; INJECTION,10/15/2010,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM231714.pdf
hadlima,adalimumab-bwwd,INJECTABLE;INJECTION,06/28/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761059s008lbl.pdf#page=46
halcion,triazolam,TABLET;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017892s057lbl.pdf#page=20
halflytely,bisacodyl; polyethylene glycol 3350; potassium chloride; sodium bicarbonate; sodium chloride,"FOR SOLUTION, TABLET, DELAYED RELEASE;ORAL",06/03/2013,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM220644.pdf
hemangeol,propranolol hydrochloride,SOLUTION;ORAL,06/22/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/205410s006lbl.pdf#page=11
hemlibra,emicizumab,INJECTABLE;INJECTION,01/31/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761083s015lbl.pdf#page=22
horizant,gabapentin enacarbil,"TABLET, EXTENDED RELEASE;ORAL",04/17/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022399s010lbl.pdf#page=27
hulio,adalimumab-fkjp,INJECTABLE;INJECTION,08/25/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761154s005lbl.pdf#page=57
humira,adalimumab,SYRINGE,11/03/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125057s423lbl.pdf#page=57
humira,adalimumab,VIAL,02/24/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125057s417lbl.pdf#page=60
hycodan,homatropine methylbromide; hydrocodone bitartrate,TABLET;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/005213s046lbl.pdf#page=27
hycodan,homatropine methylbromide; hydrocodone bitartrate,SYRUP;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/005213s046lbl.pdf#page=27
hycofenix,hydrocodone bitartrate;pseudoephedrine hydrochloride;guaifenesin,SOLUTION;ORAL,12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022279s003lbl.pdf#page=26
hydromorphone hydrochloride,hydromorphone hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",03/04/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/204278Orig1s000MG.pdf
hyrimoz,adalimumab-adaz,INJECTABLE;INJECTION,06/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761071s016lbl.pdf#page=60
hysingla er,hydrocodone bitartrate,"TABLET, EXTENDED RELEASE;ORAL",12/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206627s015lbl.pdf#page=40
ibsrela,tenapanor hydrochloride,TABLET;ORAL,04/05/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211801s004lbl.pdf#page=14
iclusig,ponatinib hydrochloride,TABLET;ORAL,03/19/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203469s035lbl.pdf#page=34
idacio,adalimumab-aacf,INJECTABLE;SUBCUTANEOUS,06/04/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761255s004lbl.pdf#page=48
idhifa,enasidenib mesylate,TABLET;ORAL,12/21/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209606s006lbl.pdf#page=18
ilaris,canakinumab,INJECTABLE; SUBCUTANEOUS,08/25/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125319s107lbl.pdf#page=24
ilumya,tildrakizumab-asmn,INJECTABLE;INJECTION,04/03/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761067s000lbl.pdf#page=10
imfinzi,durvalumab,INJECTABLE;INJECTION,12/04/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761069s049lbl.pdf#page=68
imipramine hydrochloride,imipramine hydrochloride,TABLET;ORAL,06/29/2017,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
imjudo,tremelimumab-actl,"INJECTABLE;INTRAVENOUS, SUBCUTANEOUS",11/10/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761270s000lbl.pdf#page=32
imjudo,tremelimumab-actl,INJECTABLE;INTRAVENOUS,01/25/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761289s002lbl.pdf#page=31
incivek,telaprevir,TABLET;ORAL,03/25/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM256383.pdf
indocin,indomethacin,SUPPOSITORY;RECTAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017814s045lbl.pdf
indocin,indomethacin,SUSPENSION;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018332s043lbl.pdf
indocin,indomethacin,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/016059s102lbl.pdf#page=25
indocin sr,indomethacin,"CAPSULE, EXTENDED RELEASE;ORAL",11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018185s059lbl.pdf#page=26
indomethacin,indomethacin,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018829s025lbl.pdf#page=18
indomethacin,indomethacin,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018851s028lbl.pdf#page=23
indomethacin,indomethacin,CAPSULE;ORAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018858s049lbl.pdf
inflectra,infliximab-dyyb,INJECTABLE;INJECTION,06/17/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125544s018lbl.pdf#page=61
inpefa,sotagliflozin,TABLET; ORAL,05/26/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216203s000lbl.pdf#page=24
inrebic,fedratinib hydrochloride,CAPSULE;ORAL,05/15/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212327s005lbl.pdf#page=21
intermezzo,zolpidem tartrate,TABLET;SUBLINGUAL,08/18/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022328s008lbl.pdf#page=20
intron a,interferon alfa-2b,VIAL,11/26/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103132s5196lbl.pdf#page=40
invirase,saquinavir mesylate,CAPSULE;ORAL,03/28/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020628s047,021785s023lbl.pdf#page=24"
invirase,saquinavir mesylate,TABLET;ORAL,09/18/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021785s025lbl.pdf#page=25
invokamet,canagliflozin; metformin hydrochloride,TABLET;ORAL,08/23/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204353s045,205879s022lbl.pdf#page=58"
invokamet xr,canagliflozin; metformin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",08/23/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204353s045,205879s022lbl.pdf#page=58"
invokana,canagliflozin,TABLET;ORAL,08/23/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204042s041s042lbl.pdf#page=48
ixifi,infliximab-qbtx,INJECTABLE;INJECTION,12/26/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761072s009lbl.pdf#page=46
jadenu,deferasirox,TABLET;ORAL,07/23/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206910s015lbl.pdf#page=31
jadenu sprinkle,deferasirox,GRANULE;ORAL,07/23/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207968s009lbl.pdf#page=31
janumet,metformin hydrochloride; sitagliptin phosphate,TABLET;ORAL,06/21/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022044s052lbl.pdf#page=33
janumet xr,metformin hydrochloride; sitagliptin phosphate,"TABLET, EXTENDED RELEASE;ORAL",06/21/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202270s026lbl.pdf#page=34
januvia,sitagliptin phosphate,TABLET;ORAL,06/21/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021995s050lbl.pdf#page=27
jardiance,empagliflozin,TABLET;ORAL,09/21/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204629s040lbl.pdf#page=47
jemperli,dostarlimab-gxly,INJECTABLE;INJECTION,08/01/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761174s009lbl.pdf#page=37
jemperli,dostarlimab-gxly,INJECTABLE;INJECTION,08/17/2021,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761223s000lbl.pdf#page=25
jentadueto,linagliptin; metformin hydrochloride,TABLET;ORAL,06/20/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201281s035lbl.pdf#page=21
jentadueto xr,linagliptin; metformin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",06/20/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208026s024lbl.pdf#page=22
jesduvroq,daprodustat,TABLET;ORAL,02/01/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216951s000lbl.pdf#page=23
jeuveau,prabotulinumtoxina-xvfs,INJECTABLE;INJECTION,07/12/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761085s000lbl.pdf#page=9
jornay pm,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE;ORAL",10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209311s010lbl.pdf#page=20
juvisync,simvastatin; sitagliptin phosphate,TABLET;ORAL,02/24/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM275945.pdf
juxtapid,lomitapide mesylate,CAPSULE;ORAL,05/27/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203858s017lbl.pdf#page=32
jynarque,tolvaptan,TABLET;ORAL,11/25/2020,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204441lbl.pdf#page=18
kadian,morphine sulfate,"CAPSULE, EXTENDED RELEASE;ORAL",03/04/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020616s065lbl.pdf#page=36
kalbitor,ecallantide,INJECTABLE; INJECTION,12/28/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125277s081lbl.pdf#page=13
kaletra,lopinavir; ritonavir,TABLET;ORAL,10/21/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
kaletra,lopinavir; ritonavir,CAPSULE;ORAL,10/21/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021226s049lbl.pdf#page=53
kaletra,lopinavir; ritonavir,SOLUTION;ORAL,10/21/2020,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021251s059,021906s054lbl.pdf#page=53"
kazano,alogliptin benzoate; metformin hydrochloride,TABLET;ORAL,07/27/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203414s016lbl.pdf#page=32
keppra,levetiracetam,TABLET;ORAL,03/12/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
keppra,levetiracetam,SOLUTION;ORAL,03/12/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021035s113,021505s052lbl.pdf#page=32"
keppra xr,levetiracetam,"TABLET, EXTENDED RELEASE;ORAL",03/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022285s034lbl.pdf#page=26
kesimpta,ofatumumab,SOLUTION;SUBCUTANEOUS,04/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125326s075lbl.pdf#page=13
ketek,telithromycin,TABLET;ORAL,11/04/2015,https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021144s019lbl.pdf#page=29
kevzara,sarilumab,INJECTABLE;INJECTION,06/10/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761037s013lbl.pdf#page=31
keytruda,pembrolizumab,SOLUTION;INTRAVENOUS,09/17/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125514s161lbl.pdf#page=165
khedezla,desvenlafaxine,"TABLET, EXTENDED RELEASE;ORAL",09/20/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204683s007lbl.pdf#page=24
klonopin,clonazepam,TABLET;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017533s062lbl.pdf#page=24
kombiglyze xr,metformin hydrochloride; saxagliptin hydrochloride,"TABLET, EXTENDED RELEASE;ORAL",07/01/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200678s024lbl.pdf#page=47
konvomep,omeprazole; sodium bicarbonate,SUSPENSION;ORAL,08/30/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213593s000lbl.pdf#page=28
korlym,mifepristone,TABLET;ORAL,11/05/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202107s008lbl.pdf#page=20
krystexxa,pegloticase,INJECTABLE; INJECTION,07/07/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125293s104lbl.pdf#page=18
kynamro,mipomersen sodium,SOLUTION;SUBCUTANEOUS,03/18/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337730.pdf
lacosamide,lacosamide,SOLUTION;ORAL,10/27/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LacosamideTabletsCVMedGuide.pdf
lacosamide,lacosamide,TABLET;ORAL,10/27/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE TABLETSMedGuide.pdf
lacosamide,lacosamide,TABLET;ORAL,08/10/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LACOSAMIDE ORAL SOLUTIONMed Guide.pdf
lamictal,lamotrigine,TABLET;ORAL,03/31/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
lamictal cd,lamotrigine,"TABLET, FOR SUSPENSION;ORAL",03/31/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
lamictal odt,lamotrigine,"TABLET, ORALLY DISINTEGRATING;ORAL",03/31/2021,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020241s064,020764s057,022251s028lbl.pdf#page=65"
lamictal xr,lamotrigine,"TABLET, EXTENDED RELEASE;ORAL",03/31/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022115s029lbl.pdf#page=51
lamictal xr,lamotrigine,"TABLET, EXTENDED RELEASE; ORAL",01/29/2010,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022509lbl.pdf#page=39
lamisil,terbinafine hydrochloride,TABLET;ORAL,03/29/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020539s033lbl.pdf#page=11
lamisil,terbinafine hydrochloride,GRANULE;ORAL,03/29/2019,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020539s029,022071s013lbl.pdf#page=10"
"lamivudine, nevirapine and zidovudine",lamivudine; nevirapine; zidovudine,TABLET;ORAL,08/13/2018,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205626s000lbl.pdf#page=50
lariam,mefloquine hydrochloride,TABLET;ORAL,04/29/2011,https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/019591s026s028lbl.pdf#page=13
latuda,lurasidone hydrochloride,TABLET;ORAL,12/04/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200603s035lbl.pdf#page=62
lazanda,fentanyl citrate,"SPRAY, METERED;NASAL",12/03/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022569s030lbl.pdf#page=35
lemtrada,alemtuzumab,INJECTABLE;INJECTION,05/20/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103948s5185lbl.pdf#page=30
leqembi,ecanemab-irmb,INJECTABLE;INTRAVENOUS,07/06/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761269Orig1s001lbl.pdf#page=21
letairis,ambrisentan,TABLET;ORAL,06/08/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022081s041lbl.pdf#page=26
levaquin,levofloxacin,SOLUTION;ORAL,02/08/2017,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
levaquin,levofloxacin,TABLET;ORAL,02/08/2017,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020634s073lbl.pdf#page=54
levaquin,levofloxacin,INJECTABLE;INJECTION,02/08/2017,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
levaquin,levofloxacin,INJECTABLE;INJECTION,02/08/2017,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf#page=59"
lexapro,escitalopram oxalate,TABLET;ORAL,04/19/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
lexapro,escitalopram oxalate,SOLUTION;ORAL,04/19/2024,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021323s057,021365s040lbl.pdf#page=30"
librax,chlordiazepoxide hydrochloride; clidinium bromide,CAPSULE;ORAL,01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/012750s068lbl.pdf#page=13
librium,chlordiazepoxide hydrochloride,CAPSULE;ORAL,12/16/2016,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/012249s049lbl.pdf#page=8
libtayo,cemiplimab-rwlc,INJECTABLE;INTRAVENOUS,04/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761097s016lbl.pdf#page=36
licart,diclofenac epolamine,SYSTEM;TOPICAL,11/21/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206976s016lbl.pdf#page=21
limbitrol,amitriptyline hydrochloride; chlordiazepoxide,TABLET;ORAL,02/05/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/016949s041lbl.pdf#page=14
limbitrol ds,amitriptyline hydrochloride; chlordiazepoxide,TABLET;ORAL,02/05/2021,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/016949s041lbl.pdf#page=14
lindane,lindane,SHAMPOO;TOPICAL,04/05/2004,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneLotionMedGuide.pdf
lindane,lindane,LOTION;TOPICAL,09/04/2001,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/LindaneShampooMedGuide.pdf
linzess,linaclotide,CAPSULE;ORAL,06/12/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202811s021lbl.pdf#page=23
lithium carbonate,lithium carbonate,CAPSULE;ORAL,10/13/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
lithium carbonate,lithium carbonate,TABLET;ORAL,10/13/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
lithium citrate,lithium citrate,SYRUP;ORAL,10/13/2022,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/017812s036,018421s035,018558s030lbl.pdf#page=19"
loqtorzi,toripalimab-tpzi,INJECTABLE;INTRAVENOUS,04/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761240s000lbl.pdf#page=24
loreev xr,lorazepam,"CAPSULE, EXTENDED RELEASE;ORAL",01/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214826s003lbl.pdf#page=16
lotronex,alosetron hydrochloride,TABLET;ORAL,04/03/2019,http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088624.pdf
lumoxiti,moxetumomab pasudotox-tdfk,INJECTABLE;INJECTION,08/20/2020,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761104s003lbl.pdf#page=18
lunesta,eszopiclone,TABLET;ORAL,08/18/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021476Orig1s038rplLBL.pdf#page=26
lunsumio,mosunetuzumab-axgb,INJECTABLE;INTRAVENOUS,11/22/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761263s005lbl.pdf#page=19
lupaneta pack,"leuprolide acetate for depot suspension, norethindrone acetate usp",INJECTABLE;INTRAMUSCULAR; TABLET;ORAL,08/09/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203696s005s006lbl.pdf#page=30
lupkynis,voclosporin,CAPSULE;ORAL,04/29/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213716s000lbl.pdf#page=23
lupron,leuprolide acetate,INJECTABLE;INJECTION,12/10/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019010s038lbl.pdf#page=27
lupron depot-ped kit,leuprolide acetate,POWDER;INTRAMUSCULAR,04/14/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020263s053lbl.pdf#page=26
luvox,fluvoxamine maleate,TABLET;ORAL,08/18/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021519s026lbl.pdf#page=32
luvox cr,fluvoxamine maleate,"CAPSULE, EXTENDED RELEASE;ORAL",01/04/2017,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022033s011lbl.pdf#page=26
lybalvi,olanzapine; samidorphan l-malate,TABLET;ORAL,01/30/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213378s000lbl.pdf#page=40
lynparza,olaparib,CAPSULE;ORAL,09/27/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206162s011lbl.pdf#page=16
lynparza,olaparib,TABLET;ORAL,11/06/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf#page=58
lyrica,pregabalin,CAPSULE;ORAL,12/15/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021446s041,022488s018lbl.pdf#page=57"
lyrica,pregabalin,SOLUTION;ORAL,12/13/2023,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021446s041,022488s018lbl.pdf#page=57"
lyrica cr,pregabalin,"TABLET, EXTENDED RELEASE;ORAL",12/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209501s005lbl.pdf#page=31
magnevist,gadopentetate dimeglumine,INJECTABLE;INJECTION,07/25/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019596s064s065lbl.pdf#page=12
magnevist,gadopentetate dimeglumine,INJECTABLE;INJECTION,07/25/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021037s037s038lbl.pdf#page=13
marplan,isocarboxazid,TABLET;ORAL,11/08/2018,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/011961s045lbl.pdf#page=16
mavenclad,cladribine,TABLET;ORAL,09/19/2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022561s006lbl.pdf#page=29
mayzent,siponimod fumaric acid,TABLET;ORAL,06/05/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209884s016s018lbl.pdf#page=23
mektov,binimetinib,TABLET;ORAL,09/12/2024,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210498s010lbl.pdf#page=21
meridia,sibutramine hydrochloride,CAPSULE;ORAL,08/04/2010,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035MedGuide.pdf
metadate cd,methylphenidate hydrochloride,"CAPSULE, EXTENDED RELEASE;ORAL",10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021259s034lbl.pdf#page=16
methylin,methylphenidate hydrochloride,SOLUTION;ORAL,10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021419s023lbl.pdf#page=17
methylin,methylphenidate hydrochloride,"TABLET, CHEWABLE;ORAL",10/13/2023,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021475s012lbl.pdf#page=13
metoclopramide hydrochloride,metoclopramide hydrochloride,SOLUTION;ORAL,04/08/2014,http://www.fda.gov/downloads/Drugs/DrugSafety/UCM244086.pdf
metozolv odt,metoclopramide hydrochloride,"TABLET, ORALLY DISINTEGRATING;ORAL",02/28/2019,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022246s009lbl.pdf#page=18
