"Drug Name","Active Ingredient","Form; Route","Appl. No.","Company","Date","URL"
"DYANAVEL XR 5","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","TABLET, EXTENDED RELEASE;ORAL","210526","TRIS PHARMA INC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208147s016,210526s008lbl.pdf#page=21"
"DYSPORT","abobotulinumtoxinA","INJECTABLE; INJECTION","125274","IPSEN BIOPHARM LTD","09/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125274s125lbl.pdf#page=30"
"EC-NAPROSYN","NAPROXEN","TABLET, DELAYED RELEASE;ORAL","020067","ATNAHS PHARMA US","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017581s117,018164s067,020067s026lbl.pdf"
"EDLUAR","ZOLPIDEM TARTRATE","TABLET;SUBLINGUAL","021997","MYLAN SPECIALITY LP","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021997s011lbl.pdf#page=23"
"EFFEXOR","VENLAFAXINE HYDROCHLORIDE","TABLET;ORAL","020151","WYETH PHARMS INC","12/12/2012","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020151s031s055s058s060lbl.pdf#page=34"
"EFFEXOR XR","VENLAFAXINE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","020699","UPJOHN","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020699s118lbl.pdf#page=41"
"EFFIENT","PRASUGREL HYDROCHLORIDE","TABLET;ORAL","022307","DAIICHI SANKYO INC","12/22/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022307s018lbl.pdf#page=21"
"ELEPSIA XR","LEVETIRACETAM","TABLET, EXTENDED RELEASE;ORAL","204417","TRIPOINT","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204417s004lbl.pdf#page=25"
"ELIDEL","PIMECROLIMUS","CREAM;TOPICAL","021302","BAUSCH","06/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088587.pdf"
"ELIQUIS","APIXABAN","TABLET;ORAL","202155","BRISTOL MYERS SQUIBB","10/12/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202155s034lbl.pdf#page=38"
"ELMIRON","PENTOSAN POLYSULFATE SODIUM","CAPSULE;ORAL","020193","JANSSEN PHARMS","03/12/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020193s015lbl.pdf#page=11"
"ELREXFIO","ELRANATAMAB-BCMM","INJECTABLE; SUBCUTANEOUS","761345","PFIZER","08/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761345s000lbl.pdf#page=22"
"ELUCIREM","GADOPICLENOL","INJECTABLE;INTRAVENOUS","216986","LIEBEL-FLARSHEIM COMPANY","01/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216986s000lbl.pdf#page=17"
"ELYXYB","CELECOXIB","SOLUTION;ORAL","212157","BDSI","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212157s003lbl.pdf#page=26"
"EMBEDA","MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","022321","ALPHARMA PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022321s030lbl.pdf#page=30"
"EMPAVEL","PEGCETACOPLAN","INJECTABLE;SUBCUTANEOUS","215014","APELLIS PHARMACEUTICALS","02/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215014s003lbl.pdf#page=18"
"EMSAM","SELEGILINE","FILM, EXTENDED RELEASE;TRANSDERMAL","021336","SOMERSET","07/14/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021336s014lbl.pdf#page=34"
"ENBREL","ETANERCEPT","VIAL; SUBCUTANEOUS","103795","IMMUNEX","09/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103795s5600lbl.pdf#page=36"
"ENBREL","ETANERCEPT","SYRINGE","103795","IMMUNEX","06/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/103795s5594lbl.pdf#page=35"
"ENHERTU","FAM-TRASTUZUMAB DERUXTECAN-NXKI","INJECTABLE;INJECTION","761139","DAIICHI SANKYO","04/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761139s022lbl.pdf#page=31"
"ENJAYMO","Sutimlimab-Jome","INJECTABLE;INJECTION","761164","NULL","02/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761164s000lbl.pdf#page=13"
"ENSPRYNG","SATRALIZUMAB-MWGE","INJECTABLE;SUBCUTANEOUS","761149","GENETECH, INC","09/14/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761149s005lbl.pdf#page=16"
"ENTYVIO","VEDOLIZUMAB","INJECTABLE;INTRAVENOUS","761133","TAKEDA PHARMACEUTICALS USA INC","04/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761133s000lbl.pdf#page=23"
"ENTYVIO","VEDOLIZUMAB","INJECTABLE;SUBCUTANEOUS","761133","TAKEDA PHARMACEUTICALS USA INC","04/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761133s000lbl.pdf#page=23"
"ENTYVIO","VEDOLIZUMAB","INJECTABLE;INJECTION","125476","TAKEDA PHARMS USA","04/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125476s038s039lbl.pdf#page=20"
"ENTYVIO PEN","VEDOLIZUMAB","INJECTABLE;SUBCUTANEOUS","761133","TAKEDA PHARMACEUTICALS USA INC","04/18/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761133s000lbl.pdf#page=23"
"ENVARSUS XR","TACROLIMUS","TABLET, EXTENDED RELEASE;ORAL","206406","VELOXIS PHARMS INC","04/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206406s010lbl.pdf#page=29"
"EOVIST","GADOXETATE DISODIUM","SOLUTION;INTRAVENOUS","022090","BAYER HLTHCARE","01/30/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022090s020lbledt.pdf#page=15"
"EPIDIOLEX","CANNABIDIOL","SOLUTION;ORAL","210365","GW RES LTD","03/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210365s020lbl.pdf#page=31"
"EPKINLY","EPCORITAMAB-BYSP","INJECTABLE;SUBCUTANEOUS","761324","GENMAB US","06/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761324s000lbl.pdf#page=26"
"EPOGEN","EPOETIN ALFA","VIAL; SINGLE-USE","103234","AMGEN","04/30/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103234s5363s5366lbl.pdf#page=27"
"EPZICOM","ABACAVIR SULFATE; LAMIVUDINE","TABLET;ORAL","021652","VIIV HLTHCARE","12/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021652s029lbl.pdf#page=28"
"EQUETRO","CARBAMAZEPINE","CAPSULE, EXTENDED RELEASE;ORAL","021710","VALIDUS PHARMS","10/14/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021710s018lbl.pdf#page=27"
"ERELZI","ETANERCEPT-SZZS","INJECTABLE; INJECTION","761042","SANDOZ","11/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761042s018lbl.pdf#page=41"
"ERIVEDGE","VISMODEGIB","CAPSULE;ORAL","203388","GENENTECH","03/27/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/203388s017lbl.pdf#page=15"
"ESOMEPRAZOLE STRONTIUM","ESOMEPRAZOLE STRONTIUM","CAPSULE, DELAYED RELEASE;ORAL","202342","BELCHER","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202342s007lbl.pdf#page=29"
"ESTAZOLAM","ESTAZOLAM","TABLET;ORAL","074921","MAYNE PHARMA","02/05/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM359235.pdf"
"ETICOVO","ETANERCEPT-YKRO","INJECTABLE;INJECTION","761066","SAMSUNG BIOEPIS CO LTD","05/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761066s000lbl.pdf#page=31"
"EVEKEO ODT","AMPHETAMINE SULFATE","TABLET, ORALLY DISINTEGRATING;ORAL","209905","ARBOR PHARMS LLC","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209905s004lbl.pdf#page=16"
"EVENITY","ROMOSOZUMAB-AQQG","INJECTABLE;INJECTION","761062","AMGEN INC","12/20/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761062s000lbl.pdf#page=19"
"EVISTA","RALOXIFENE HYDROCHLORIDE","TABLET; ORAL","022042","LILLY","09/13/2007","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088593.pdf"
"EVISTA","RALOXIFENE HYDROCHLORIDE","TABLET;ORAL","020815","LILLY","06/27/2018","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088593.pdf"
"EXALGO","HYDROMORPHONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","021217","SPECGX LLC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021217s025lbl.pdf#page=31"
"EXJADE","DEFERASIROX","TABLET, FOR SUSPENSION;ORAL","021882","NOVARTIS","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021882s033lbl.pdf#page=28"
"EXTAVIA","INTERFERON BETA-1B","INJECTABLE; SUBCUTANEOUS","125290","NOVARTIS PHARMS","07/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125290s074lbl.pdf#page=16"
"FABHALTA","IPTACOPAN","CAPSULE;ORAL","218276","NOVARTIS PHARMACEUTICALS","08/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218276s001lbl.pdf#page=19"
"FACTIVE","GEMIFLOXACIN MESYLATE","TABLET;ORAL","021158","LG CHEM LTD","07/26/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021158s026lbl.pdf#page=30"
"FARXIGA","DAPAGLIFLOZIN","TABLET;ORAL","202293","ASTRAZENECA AB","06/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202293s030lbl.pdf#page=53"
"FARYDAK","PANOBINOSTAT LACTATE","CAPSULE;ORAL","205353","SECURA","06/06/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM436377.pdf"
"FELBATOL","FELBAMATE","TABLET;ORAL","020189","MYLAN SPECIALITY LP","08/31/2012","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020189s027mg.pdf"
"FELBATOL","FELBAMATE","SUSPENSION;ORAL","020189","MYLAN SPECIALITY LP","08/31/2012","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020189s027mg.pdf"
"FELDENE","PIROXICAM","CAPSULE;ORAL","018147","PFIZER","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018147s050lbl.pdf#page=21"
"FENSOLVI KIT","LEUPROLIDE ACETATE","POWDER;SUBCUTANEOUS","213150","TOLMAR","04/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213150s002lbl.pdf#page=15"
"FENTANYL CITRATE","FENTANYL CITRATE","TROCHE/LOZENGE;TRANSMUCOSAL","077312","PAR PHARM","09/07/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/077312MedGuide.pdf"
"FENTANYL CITRATE","FENTANYL CITRATE","TROCHE/LOZENGE;TRANSMUCOSAL","078907","SPECGX LLC","12/03/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/078907MedGuide.pdf"
"FENTORA","FENTANYL CITRATE","TABLET;BUCCAL, SUBLINGUAL","021947","CEPHALON","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021947s043lbl.pdf#page=43"
"FERRIPROX","DEFERIPRONE","TABLET;ORAL","212269","CHIESI","11/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/212269s003lbl.pdf#page=17"
"FERRIPROX","DEFERIPRONE","TABLET;ORAL","021825","CHIESI","11/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021825s010lbl.pdf#page=17"
"FERRIPROX","DEFERIPRONE","SOLUTION;ORAL","208030","CHIESI","11/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208030s007lbl.pdf#page=13"
"FETZIMA","LEVOMILNACIPRAN HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","204168","ALLERGAN","04/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204168s011lbl.pdf#page=29"
"FILSPARI","SPARSENTAN","TABLET;ORAL","216403","TRAVERE THERAPEUTICS","02/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216403s000lbl.pdf#page=22"
"FINTEPLA","FENFLURAMINE HYDROCHLORIDE","SOLUTION;ORAL","212102","ZOGENIX INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/212102s013lbl.pdf#page=30"
"FIORICET W/ CODEINE","ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE","CAPSULE;ORAL","020232","ACTAVIS LABS UT INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020232s047lbl.pdf#page=44"
"FIORINAL W/CODEINE","ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE","CAPSULE;ORAL","019429","ALLERGAN","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/019429s043lbl.pdf#page=39"
"FIRDAPSE","AMIFAMPRIDINE PHOSPHATE","TABLET;ORAL","208078","CATALYST PHARMS","05/30/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208078s009lbl.pdf#page=12"
"FLECTOR","DICLOFENAC EPOLAMINE","SYSTEM;TOPICAL","021234","INST BIOCHEM","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021234s024lbl.pdf#page=24"
"FLOWTUSS","GUAIFENESIN; HYDROCODONE BITARTRATE","SOLUTION;ORAL","022424","BKK PHARMS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022424s003lbl.pdf#page=23"
"FLOXIN","OFLOXACIN","TABLET;ORAL","019735","JANSSEN PHARMS","02/25/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019735s061MedG.pdf"
"FLUOXETINE HYDROCHLORIDE","FLUOXETINE HYDROCHLORIDE","TABLET;ORAL","202133","ALMATICA","08/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/202133s009s016lbl.pdf#page=36"
"FOCALIN","DEXMETHYLPHENIDATE HYDROCHLORIDE","TABLET;ORAL","021278","NOVARTIS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021278s028s031lbl.pdf#page=17"
"FOCALIN XR","DEXMETHYLPHENIDATE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","021802","NOVARTIS","10/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021802s038s041lbl.pdf#page=20"
"FORADIL","FORMOTEROL FUMARATE","POWDER;INHALATION","020831","NOVARTIS","03/02/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088602.pdf"
"FORADIL CERTIHALER","FORMOTEROL FUMARATE","POWDER;INHALATION","021592","NOVARTIS","06/02/2010","https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021592s003lbl.pdf#page=35"
"FORFIVO XL","BUPROPION HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","022497","ALMATICA","05/07/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022497s008lbl.pdf#page=33"
"FORTEO","TERIPARATIDE","SOLUTION;SUBCUTANEOUS","021318","LILLY","09/07/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021318Orig1s054lbl.pdf#page=16"
"FORTESTA","TESTOSTERONE","GEL, METERED;TRANSDERMAL","021463","ENDO PHARMS","06/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021463s025lbl.pdf#page=21"
"FOSAMAX","ALENDRONATE SODIUM","SOLUTION;ORAL","021575","MERCK","11/30/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020560s068,021575s024lbl.pdf#page=24"
"FOSAMAX","ALENDRONATE SODIUM","TABLET;ORAL","020560","MERCK AND CO INC","08/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020560s068,021575s024lbl.pdf#page=24"
"FOSAMAX PLUS D","ALENDRONATE SODIUM; CHOLECALCIFEROL","TABLET;ORAL","021762","ORGANON","08/16/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM241521.pdf"
"FOSAMAX PLUS D","ALENDRONATE SODIUM; CHOLECALCIFEROL","TABLET;ORAL","021762","ORGANON","08/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021762s022lbl.pdf#page=23"
"FOSRENOL","LANTHANUM CARBONATE","POWDER;ORAL","204734","TAKEDA PHARMS USA","08/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204734s007,021468s025lbl.pdf#page=12"
"FOSRENOL","LANTHANUM CARBONATE","TABLET, CHEWABLE;ORAL","021468","TAKEDA PHARMS USA","08/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/204734s007,021468s025lbl.pdf#page=12"
"FYCOMPA","PERAMPANEL","TABLET;ORAL","202834","EISAI INC","05/30/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202834s016,208277s004lbl.pdf#page=24"
"FYCOMPA","PERAMPANEL","SUSPENSION;ORAL","208277","EISAI INC","02/23/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208277s005lbl.pdf#page=24"
"GABITRIL","TIAGABINE HYDROCHLORIDE","TABLET;ORAL","020646","CEPHALON","08/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM229203.pdf"
"GADAVIST","GADOBUTROL","SOLUTION;INTRAVENOUS","201277","BAYER HLTHCARE","01/26/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201277s020lbl.pdf#page=42"
"GATTEX KIT","TEDUGLUTIDE RECOMBINANT","POWDER;SUBCUTANEOUS","203441","NPS PHARMS INC","09/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203441s022lbl.pdf#page=32"
"GILENYA","FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","022527","NOVARTIS","06/05/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022527s038lbl.pdf#page=27"
"GIMOTI","METOCLOPRAMIDE HYDROCHLORIDE","SPRAY, METERED;NASAL","209388","EVOKE PHARMA INC","01/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209388s001lbl.pdf#page=17"
"GLOPERBA","COLCHICINE","SOLUTION;ORAL","210942","ROMEG","08/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210942s002lbl.pdf#page=14"
"GLYXAMBI","EMPAGLIFLOZIN; LINAGLIPTIN","TABLET;ORAL","206073","BOEHRINGER INGELHEIM","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206073s036lbl.pdf#page=34"
"GOLYTELY","POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS","FOR SOLUTION;ORAL","019011","BRAINTREE","05/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/019011s033lbl.pdf#page=9"
"GRALISE","GABAPENTIN","TABLET;ORAL","022544","ALMATICA","04/18/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022544Orig1s029lbl.pdf#page=21"
"H.P. ACTHAR GEL","REPOSITORY CORTICOTROPIN","INJECTABLE; INJECTION","022432","QUESTCOR PHARMA","10/15/2010","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM231714.pdf"
"HADLIMA","ADALIMUMAB-BWWD","INJECTABLE;INJECTION","761059","SAMSUNG BIOEPIS CO LTD","06/28/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761059s008lbl.pdf#page=46"
"HALCION","TRIAZOLAM","TABLET;ORAL","017892","PFIZER","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017892s057lbl.pdf#page=20"
"HALFLYTELY","BISACODYL; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE","FOR SOLUTION, TABLET, DELAYED RELEASE;ORAL","021551","BRAINTREE","06/03/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM220644.pdf"
"HEMANGEOL","PROPRANOLOL HYDROCHLORIDE","SOLUTION;ORAL","205410","PIERRE FABRE DERMA","06/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/205410s006lbl.pdf#page=11"
"HEMLIBRA","EMICIZUMAB","INJECTABLE;INJECTION","761083","GENENTECH INC","01/31/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761083s015lbl.pdf#page=22"
"HORIZANT","GABAPENTIN ENACARBIL","TABLET, EXTENDED RELEASE;ORAL","022399","ARBOR PHARMS LLC","04/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022399s010lbl.pdf#page=27"
"HULIO","ADALIMUMAB-FKJP","INJECTABLE;INJECTION","761154","MYLAN PHARMS INC","08/25/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761154s005lbl.pdf#page=57"
"HUMIRA","ADALIMUMAB","SYRINGE","125057","ABBVIE INC","11/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125057s423lbl.pdf#page=57"
"HUMIRA","ADALIMUMAB","VIAL","125057","ABBVIE INC","02/24/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125057s417lbl.pdf#page=60"
"HYCODAN","HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE","TABLET;ORAL","005213","GENUS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/005213s046lbl.pdf#page=27"
"HYCODAN","HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE","SYRUP;ORAL","005213","GENUS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/005213s046lbl.pdf#page=27"
"HYCOFENIX","HYDROCODONE BITARTRATE;PSEUDOEPHEDRINE HYDROCHLORIDE;GUAIFENESIN","SOLUTION;ORAL","022279","BKK PHARMACEUTICALS","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022279s003lbl.pdf#page=26"
"HYDROMORPHONE HYDROCHLORIDE","HYDROMORPHONE HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","204278","PADAGIS US","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/204278Orig1s000MG.pdf"
"HYRIMOZ","ADALIMUMAB-ADAZ","INJECTABLE;INJECTION","761071","SANDOZ INC","06/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761071s016lbl.pdf#page=60"
"HYSINGLA ER","HYDROCODONE BITARTRATE","TABLET, EXTENDED RELEASE;ORAL","206627","PURDUE PHARMA LP","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/206627s015lbl.pdf#page=40"
"IBSRELA","TENAPANOR HYDROCHLORIDE","TABLET;ORAL","211801","ARDELYX INC","04/05/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211801s004lbl.pdf#page=14"
"ICLUSIG","PONATINIB HYDROCHLORIDE","TABLET;ORAL","203469","TAKEDA PHARMS USA","03/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203469s035lbl.pdf#page=34"
"IDACIO","ADALIMUMAB-AACF","INJECTABLE;SUBCUTANEOUS","761255","FRESENIUS KABI USA","06/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761255s004lbl.pdf#page=48"
"IDHIFA","ENASIDENIB MESYLATE","TABLET;ORAL","209606","CELGENE CORP","12/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209606s006lbl.pdf#page=18"
"ILARIS","CANAKINUMAB","INJECTABLE; SUBCUTANEOUS","125319","NOVARTIS PHARMS","08/25/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125319s107lbl.pdf#page=24"
"ILUMYA","TILDRAKIZUMAB-ASMN","INJECTABLE;INJECTION","761067","SUN PHARMA GLOBAL","04/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761067s000lbl.pdf#page=10"
"IMFINZI","DURVALUMAB","INJECTABLE;INJECTION","761069","ASTRAZENECA UK LTD","12/04/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761069s049lbl.pdf#page=68"
"IMIPRAMINE HYDROCHLORIDE","IMIPRAMINE HYDROCHLORIDE","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"IMJUDO","TREMELIMUMAB-ACTL","INJECTABLE;INTRAVENOUS, SUBCUTANEOUS","761270","ASTRAZENECA","11/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761270s000lbl.pdf#page=32"
"IMJUDO","TREMELIMUMAB-ACTL","INJECTABLE;INTRAVENOUS","761289","ASTRAZENECA","01/25/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761289s002lbl.pdf#page=31"
"INCIVEK","TELAPREVIR","TABLET;ORAL","201917","VERTEX PHARMS","03/25/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM256383.pdf"
"INDOCIN","INDOMETHACIN","SUPPOSITORY;RECTAL","017814","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/017814s045lbl.pdf"
"INDOCIN","INDOMETHACIN","SUSPENSION;ORAL","018332","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018332s043lbl.pdf"
"INDOCIN","INDOMETHACIN","CAPSULE;ORAL","016059","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/016059s102lbl.pdf#page=25"
"INDOCIN SR","INDOMETHACIN","CAPSULE, EXTENDED RELEASE;ORAL","018185","EGALET","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018185s059lbl.pdf#page=26"
"INDOMETHACIN","INDOMETHACIN","CAPSULE;ORAL","018829","CHARTWELL MOLECULES","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018829s025lbl.pdf#page=18"
"INDOMETHACIN","INDOMETHACIN","CAPSULE;ORAL","018851","HERITAGE","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018851s028lbl.pdf#page=23"
"INDOMETHACIN","INDOMETHACIN","CAPSULE;ORAL","018858","RISING","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/018858s049lbl.pdf"
"INFLECTRA","INFLIXIMAB-DYYB","INJECTABLE;INJECTION","125544","CELLTRION INC","06/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125544s018lbl.pdf#page=61"
"INPEFA","SOTAGLIFLOZIN","TABLET; ORAL","216203","LEXICON PHARMACEUTICALS","05/26/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216203s000lbl.pdf#page=24"
